Item ,Case Qty,Unit price,URL
8990,48,$6.75,https://www.pacificgiftware.com/product/8990
8773,48,$6.75,https://www.pacificgiftware.com/product/8773
13841,48,$5.75,https://www.pacificgiftware.com/product/13841
